id;invoice_id;payment_date;amount_paid
42524;45811;2003-09-22;0
42525;45812;2004-08-20;0
42526;45813;2005-09-03;0
42527;45814;2006-09-11;24.78
42528;45815;2007-04-19;0
42529;45816;2008-03-18;0
42530;45817;2009-12-05;0
42531;45818;2010-12-10;0
42532;45819;2011-03-21;0
42533;45820;2012-06-25;0
42534;45822;2014-03-25;0
42535;45823;2015-07-03;0
42536;45824;2016-08-09;0
42537;45825;2017-10-27;0
42538;45827;2010-05-17;45
42539;45829;2012-10-08;45
42540;45830;2013-05-15;45
42541;45832;2015-06-16;45
42542;45833;2016-07-20;45
42543;45834;2017-07-19;45
42544;45836;2012-04-23;45
42545;45837;2013-08-21;45
42546;45838;2014-08-24;60.67
42547;45839;2015-05-22;45
42548;45840;2016-10-21;45
42549;45841;2017-07-24;45
42550;45842;2018-10-16;45
42551;45843;1997-12-20;45
42552;45844;1998-07-26;45
42553;45845;1999-07-17;45
42554;45846;2000-10-03;45
42555;45847;2001-03-09;45
42556;45848;2002-11-25;45
42557;45849;2003-11-27;45
42558;45850;2004-05-09;45
42559;45851;2005-11-14;45
42560;45852;2006-09-26;45
42561;45853;2007-03-25;14.49
42562;45854;2008-09-06;45
42563;45855;2009-08-14;45
42564;45856;2010-08-02;45
42565;45857;2011-08-27;45
42566;45859;2013-10-17;54.35
42567;45860;2014-12-14;45
42568;45861;2015-09-16;45
42569;45862;2016-05-24;45
42570;45865;1990-08-21;45
42571;45867;1992-08-26;5.79
42572;45868;1993-03-16;45
42573;45869;1994-11-19;45
42574;45870;1995-11-09;45
42575;45871;1996-06-02;45
42576;45872;1997-07-22;45
42577;45873;1998-08-22;45
42578;45874;1999-06-01;45
42579;45875;2000-04-15;45
42580;45876;2001-06-28;45
42581;45877;2002-05-16;45
42582;45878;2003-04-11;93.9
42583;45879;2004-05-16;45
42584;45880;2005-10-01;45
42585;45881;2006-06-09;45
42586;45882;2007-06-03;45
42587;45883;2008-09-23;45
42588;45884;2009-05-05;33.23
42589;45885;2010-10-02;45
42590;45886;2011-05-18;45
42591;45887;2012-07-19;45
42592;45888;2013-06-16;45
42593;45889;2014-06-08;45
42594;45890;2015-05-27;45
42595;45893;2018-09-19;45
42596;45894;2014-06-09;45
42597;45895;2015-04-25;66.71
42598;45896;2016-11-25;45
42599;45900;2018-05-24;45
42600;45901;1996-05-23;0
42601;45902;1997-11-09;0
42602;45903;1998-07-26;0
42603;45904;1999-05-20;0
42604;45905;2000-10-03;0
42605;45906;2001-09-25;0
42606;45907;2002-03-10;0
42607;45908;2003-03-15;0
42608;45909;2004-03-07;41.74
42609;45910;2005-06-02;0
42610;45911;2006-12-09;0
42611;45912;2007-11-19;0
42612;45913;2008-04-04;0
42613;45914;2009-08-27;0
42614;45915;2010-06-20;0
42615;45916;2011-06-17;0
42616;45917;2012-08-26;0
42617;45918;2013-04-03;0
42618;45919;2014-03-07;0
42619;45920;2015-11-20;0
42620;45921;2016-04-16;0
42621;45922;2017-03-03;0
42622;45923;2018-05-23;0
42623;45924;1988-03-01;45
42624;45925;1989-07-12;45
42625;45926;1990-11-05;45
42626;45927;1991-03-15;45
42627;45928;1992-06-10;98.86
42628;45929;1993-05-06;45
42629;45930;1994-07-05;45
42630;45931;1995-11-08;45
42631;45932;1996-09-13;45
42632;45933;1997-06-15;45
42633;45934;1998-04-25;45
42634;45935;1999-12-19;45
42635;45936;2000-11-27;45
42636;45937;2001-10-13;45
42637;45938;2002-11-14;45
42638;45939;2003-08-23;45
42639;45940;2004-06-10;45
42640;45941;2005-05-26;45
42641;45942;2006-05-16;45
42642;45943;2007-09-20;45
42643;45944;2008-06-01;45
42644;45945;2009-04-05;45
42645;45946;2010-05-26;74.79
42646;45947;2011-10-23;96.85
42647;45948;2012-09-03;11.19
42648;45950;2014-03-23;45
42649;45951;2015-09-17;45
42650;45953;2017-09-25;45
42651;45955;2011-10-26;45
42652;45957;2013-08-13;45
42653;45958;2014-11-11;45
42654;45961;2017-09-20;45
42655;45962;2018-03-24;45
42656;45963;1979-12-08;45
42657;45964;1980-10-06;45
42658;45965;1981-04-09;45
42659;45966;1982-05-06;45
42660;45968;1984-09-12;45
42661;45969;1985-08-20;45
42662;45970;1986-06-16;45
42663;45971;1987-05-08;45
42664;45972;1988-10-23;45
42665;45973;1989-09-05;45
42666;45974;1990-08-24;45
42667;45975;1991-03-10;45
42668;45976;1992-03-06;45
42669;45977;1993-07-19;45
42670;45978;1994-11-20;45
42671;45979;1995-08-23;45
42672;45980;1996-10-11;45
42673;45981;1997-12-19;45
42674;45982;1998-05-08;45
42675;45984;2000-10-08;45
42676;45985;2001-09-09;45
42677;45986;2002-11-15;45
42678;45987;2003-07-16;45
42679;45988;2004-06-05;45
42680;45989;2005-11-26;45
42681;45990;2006-10-24;45
42682;45991;2007-08-09;45
42683;45992;2008-12-20;45
42684;45993;2009-12-16;45
42685;45994;2010-05-02;63.96
42686;45995;2011-07-15;45
42687;45996;2012-06-02;45
42688;45997;2013-07-28;45
42689;45998;2014-10-01;45
42690;45999;2015-05-16;45
42691;46000;2016-05-19;45
42692;46001;2017-03-12;45
42693;46002;2018-03-01;92.28
42694;46003;1996-11-06;45
42695;46004;1997-05-24;45
42696;46005;1998-09-11;45
42697;46006;1999-08-11;45
42698;46007;2000-09-11;45
42699;46008;2001-07-16;45
42700;46009;2002-04-19;45
42701;46010;2003-07-06;45
42702;46011;2004-11-08;45
42703;46012;2005-05-02;45
42704;46013;2006-06-05;45
42705;46014;2007-03-09;45
42706;46015;2008-03-14;45
42707;46016;2009-12-16;45
42708;46018;2011-09-25;45
42709;46019;2012-08-07;45
42710;46020;2013-09-15;45
42711;46021;2014-05-15;45
42712;46022;2015-03-07;45
42713;46023;2016-08-08;45
42714;46024;2017-04-16;45
42715;46025;2018-07-02;45
42716;46026;2004-10-27;20
42717;46027;2005-07-15;20
42718;46028;2006-05-20;20
42719;46029;2007-11-15;20
42720;46030;2008-11-08;20
42721;46031;2009-03-11;20
42722;46032;2010-06-07;20
42723;46033;2011-06-23;20
42724;46034;2012-04-09;20
42725;46035;2013-11-11;20
42726;46036;2014-10-26;20
42727;46037;2015-11-20;20
42728;46038;2016-11-05;20
42729;46040;2018-04-13;20
42730;46041;1999-06-25;45
42731;46042;2000-04-15;45
42732;46044;2002-03-01;92.26
42733;46045;2003-08-21;45
42734;46046;2004-09-24;45
42735;46047;2005-04-02;45
42736;46048;2006-11-11;45
42737;46049;2007-12-21;45
42738;46050;2008-08-23;45
42739;46051;2009-08-24;45
42740;46052;2010-08-07;45
42741;46053;2011-03-23;45
42742;46054;2012-10-23;45
42743;46055;2013-07-21;45
42744;46056;2014-03-12;45
42745;46057;2015-04-14;45
42746;46059;2017-09-06;45
42747;46060;2018-11-07;45
42748;46061;2013-09-18;45
42749;46062;2014-08-22;45
42750;46063;2015-11-14;45
42751;46064;2016-11-07;45
42752;46066;2018-07-19;45
42753;46067;2005-05-15;56.61
42754;46068;2006-03-08;63.86
42755;46069;2007-10-15;45
42756;46070;2008-05-10;45
42757;46071;2009-08-21;45
42758;46072;2010-03-19;45
42759;46073;2011-05-27;45
42760;46074;2012-09-09;45
42761;46075;2013-11-23;45
42762;46076;2014-04-17;45
42763;46077;2015-12-13;45
42764;46079;2017-11-27;45
42765;46080;2018-06-11;45
42766;46082;1979-04-20;25
42767;46083;1980-12-10;25
42768;46084;1981-09-16;25
42769;46085;1982-09-22;25
42770;46086;1983-07-20;25
42771;46087;1984-06-23;25
42772;46088;1985-07-22;25
42773;46089;1986-07-27;25
42774;46090;1987-05-13;25
42775;46091;1988-11-19;11.63
42776;46092;1989-08-21;25
42777;46093;1990-07-14;46.07
42778;46094;1991-10-26;25
42779;46095;1992-06-28;25
42780;46096;1993-12-10;25
42781;46097;1994-07-08;25
42782;46098;1995-06-21;25
42783;46099;1996-11-13;25
42784;46100;1997-03-02;25
42785;46101;1998-12-23;25
42786;46102;1999-07-22;25
42787;46103;2000-12-03;25
42788;46104;2001-12-13;25
42789;46105;2002-11-02;25
42790;46106;2003-11-07;25
42791;46107;2004-10-17;62.81
42792;46108;2005-12-04;25
42793;46110;2007-05-19;25
42794;46111;2008-12-28;25
42795;46112;2009-10-02;25
42796;46113;2010-05-26;25
42797;46114;2011-03-19;25
42798;46115;2012-04-08;25
42799;46116;2013-12-07;25
42800;46117;2014-09-17;25
42801;46118;2015-09-08;25
42802;46119;2016-05-22;25
42803;46120;2017-03-25;25
42804;46122;1986-04-18;45
42805;46123;1987-04-22;45
42806;46124;1988-11-01;45
42807;46125;1989-06-11;45
42808;46126;2017-05-06;61.76
42809;46128;1974-09-25;45
42810;46129;1975-11-09;45
42811;46130;1976-03-20;45
42812;46131;1977-08-22;45
42813;46132;1978-06-14;96.22
42814;46133;1979-05-21;45
42815;46134;1980-04-15;45
42816;46135;1981-09-07;45
42817;46136;1982-06-23;45
42818;46137;1983-09-28;45
42819;46138;1984-03-22;45
42820;46139;1985-03-11;45
42821;46140;1986-05-23;50.74
42822;46141;1987-06-23;45
42823;46142;1988-06-07;45
42824;46143;1989-05-18;45
42825;46144;1990-11-15;45
42826;46145;1991-03-07;45
42827;46146;1992-08-06;45
42828;46147;1993-06-12;45
42829;46148;1994-06-03;92.05
42830;46149;1995-04-21;45
42831;46150;1996-03-01;45
42832;46151;1997-12-05;45
42833;46152;1998-12-01;45
42834;46153;1999-11-22;5.89
42835;46154;2000-12-11;45
42836;46155;2001-12-09;45
42837;46156;2002-08-24;45
42838;46157;2003-10-25;45
42839;46158;2004-04-19;45
42840;46159;2005-06-08;45
42841;46160;2006-12-26;45
42842;46161;2007-06-15;45
42843;46163;2009-12-24;45
42844;46164;2010-11-23;45
42845;46165;2011-04-03;45
42846;46166;2012-11-18;45
42847;46167;2013-04-14;45
42848;46168;2014-07-24;45
42849;46169;2015-05-07;45
42850;46170;2016-05-22;75.29
42851;46171;2017-11-10;45
42852;46173;2011-12-09;45
42853;46174;2012-08-26;45
42854;46175;2013-07-03;45
42855;46176;2014-10-01;45
42856;46179;2017-10-03;45
42857;46180;2018-07-08;45
42858;46181;2014-07-02;45
42859;46182;2015-06-11;45
42860;46185;2018-06-11;45
42861;46186;2015-12-25;45
42862;46187;2016-07-14;45
42863;46188;2017-06-27;45
42864;46189;2018-10-01;45
42865;46190;1994-09-28;45
42866;46191;1995-05-23;45
42867;46192;1996-10-13;45
42868;46193;1997-07-27;45
42869;46194;1998-04-13;45
42870;46195;1999-04-02;45
42871;46196;2000-03-11;45
42872;46197;2001-05-24;45
42873;46198;2002-09-01;11.67
42874;46199;2003-10-11;16.54
42875;46200;2004-11-13;45
42876;46201;2005-06-12;45
42877;46202;2006-06-07;45
42878;46203;2007-06-22;45
42879;46204;2008-04-02;45
42880;46205;2009-10-26;45
42881;46206;2010-06-19;45
42882;46207;2011-08-18;45
42883;46208;2012-11-23;45
42884;46210;2014-11-05;10.63
42885;46211;2015-11-04;45
42886;46212;2016-08-11;8.93
42887;46213;2017-10-19;45
42888;46214;2018-12-11;45
42889;46216;2016-10-26;20
42890;46217;2017-03-22;20
42891;46219;2011-11-07;45
42892;46220;2012-11-25;45
42893;46221;1969-09-23;45
42894;46222;1970-12-18;45
42895;46223;1971-09-12;45
42896;46224;1972-09-24;45
42897;46225;1973-09-24;35.71
42898;46226;1974-08-22;45
42899;46227;1975-12-09;45
42900;46228;1976-12-20;45
42901;46229;1977-09-15;45
42902;46230;1978-08-15;45
42903;46231;1979-11-07;45
42904;46232;1980-06-13;45
42905;46233;1981-05-04;45
42906;46234;1982-06-21;45
42907;46235;1983-04-22;45
42908;46236;1984-05-28;36.71
42909;46237;1985-04-22;45
42910;46238;1986-03-07;45
42911;46239;1987-05-01;45
42912;46240;1988-08-08;45
42913;46241;1989-08-11;45
42914;46242;1990-04-01;45
42915;46243;1991-03-26;74.59
42916;46244;1992-12-16;45
42917;46245;1993-11-24;45
42918;46246;1994-08-18;2.36
42919;46247;1995-12-07;45
42920;46248;1996-11-02;45
42921;46249;1997-12-13;42.68
42922;46250;1998-08-15;45
42923;46251;1999-11-16;45
42924;46252;2000-07-14;45
42925;46253;2001-08-18;92.59
42926;46254;2002-12-07;45
42927;46255;2003-07-16;45
42928;46256;2004-10-15;45
42929;46257;2005-07-13;45
42930;46258;2006-09-09;45
42931;46259;2007-03-12;45
42932;46260;2008-09-18;45
42933;46261;2009-08-08;45
42934;46262;2010-05-05;84.63
42935;46263;2011-09-03;45
42936;46264;2012-10-10;45
42937;46265;2013-10-15;45
42938;46266;2014-06-13;45
42939;46267;2015-03-28;18.84
42940;46269;2017-12-21;45
42941;46270;2018-10-04;45
42942;46272;2008-03-08;73.71
42943;46274;2010-04-23;45
42944;46275;2011-10-19;45
42945;46276;2012-11-06;45
42946;46277;2013-05-18;45
42947;46278;2014-03-01;45
42948;46279;2015-10-03;45
42949;46280;2016-05-13;45
42950;46281;2017-09-18;45
42951;46282;2018-03-22;45
42952;46283;2018-12-19;20
42953;46284;2017-08-15;45
42954;46285;2018-06-09;45
42955;46286;1982-03-11;45
42956;46287;1983-07-04;45
42957;46288;1984-03-01;45
42958;46289;1985-12-10;45
42959;46290;1986-09-07;45
42960;46291;1987-06-24;45
42961;46292;1988-07-24;45
42962;46293;1989-04-01;45
42963;46294;1990-06-10;45
42964;46295;1991-05-14;45
42965;46296;1992-09-13;45
42966;46297;1993-11-24;45
42967;46298;1994-10-03;45
42968;46299;1995-12-17;45
42969;46300;1996-08-02;45
42970;46301;1997-08-03;45
42971;46302;1998-07-11;45
42972;46303;1999-10-07;45
42973;46304;2000-09-27;45
42974;46305;2001-10-20;45
42975;46306;2002-12-04;45
42976;46307;2003-11-24;45
42977;46308;2004-09-22;45
42978;46309;2005-04-17;45
42979;46310;2006-03-06;45
42980;46311;2007-11-21;45
42981;46312;2008-09-10;45
42982;46313;2009-03-24;45
42983;46314;2010-06-23;45
42984;46315;2011-10-03;40.1
42985;46317;2013-08-28;45
42986;46318;2014-11-28;45
42987;46319;2015-06-27;45
42988;46320;2016-05-05;45
42989;46321;2017-08-18;45
42990;46322;2018-05-09;45
42991;46323;2006-12-16;45
42992;46324;2007-06-12;45
42993;46325;2008-11-18;45
42994;46326;2009-06-12;45
42995;46327;2010-06-07;45
42996;46328;2011-06-09;45
42997;46329;2012-11-14;84.4
42998;46330;2013-05-18;45
42999;46331;2014-03-09;45
43000;46332;2015-05-10;45
43001;46333;2016-06-10;39.95
43002;46334;2017-03-24;45
43003;46335;2018-12-27;45
43004;46338;2016-05-28;45
43005;46339;2017-10-05;45
43006;46340;2018-12-16;96.49
43007;46341;1978-11-08;45
43008;46342;1979-05-19;45
43009;46343;1980-03-22;45
43010;46344;1981-12-13;45
43011;46345;1982-04-27;45
43012;46346;1983-10-12;45
43013;46347;1984-08-05;45
43014;46348;1985-06-06;45
43015;46349;1986-09-20;45
43016;46350;1987-04-11;45
43017;46351;1988-12-19;45
43018;46352;1989-04-21;45
43019;46353;1990-12-22;45
43020;46354;1991-12-26;45
43021;46355;1992-03-23;45
43022;46356;1993-06-12;45
43023;46357;1994-09-21;45
43024;46358;1995-03-14;45
43025;46359;1996-07-05;45
43026;46361;1998-08-26;45
43027;46362;1999-10-23;45
43028;46363;2000-05-15;45
43029;46364;2001-03-09;45
43030;46365;2002-04-03;45
43031;46366;2003-06-02;45
43032;46367;2004-04-21;45
43033;46368;2005-06-18;45
43034;46369;2006-09-11;45
43035;46370;2007-10-02;45
43036;46371;2008-08-28;45
43037;46372;2009-11-16;45
43038;46373;2010-10-18;45
43039;46375;2012-08-14;45
43040;46376;2013-10-02;45
43041;46377;2014-04-19;74.59
43042;46378;2015-03-24;45
43043;46382;2014-09-17;45
43044;46383;2015-07-06;37.51
43045;46384;2016-10-08;45
43046;46385;2017-11-19;45
43047;46386;2018-04-22;45
43048;46387;2018-07-08;45
43049;46388;2016-03-28;15
43050;46389;2017-07-04;15
43051;46392;2006-10-15;45
43052;46393;2007-11-02;45
43053;46394;2008-08-03;45
43054;46395;2009-10-07;45
43055;46396;2010-11-15;45
43056;46397;2011-08-05;45
43057;46398;2012-10-22;45
43058;46399;2018-03-12;15
43059;46401;2002-06-26;25
43060;46402;2003-03-28;25
43061;46403;2004-07-14;25
43062;46404;2005-09-21;25
43063;46405;2006-09-01;25
43064;46406;2007-11-08;25
43065;46407;2008-05-18;25
43066;46408;2009-03-11;25
43067;46409;2010-04-04;25
43068;46410;2011-09-01;25
43069;46411;2012-05-15;42.94
43070;46412;2013-10-24;25
43071;46413;2014-06-19;25
43072;46414;2015-11-21;25
43073;46416;2017-04-17;25
43074;46417;2018-11-17;25
43075;46418;1985-06-16;59.63
43076;46419;1986-07-26;45
43077;46420;1987-10-01;45
43078;46421;1988-10-18;45
43079;46422;1989-11-16;45
43080;46423;1990-09-23;45
43081;46424;1991-10-07;45
43082;46425;1992-08-08;45
43083;46426;1993-07-24;45
43084;46427;1994-12-26;45
43085;46428;1995-06-02;45
43086;46429;1996-11-28;45
43087;46430;1997-08-18;45
43088;46431;1998-05-13;45
43089;46432;1999-09-08;45
43090;46433;2000-09-03;45
43091;46434;2001-08-05;45
43092;46435;2002-08-15;45
43093;46436;2003-07-14;45
43094;46437;2004-07-12;45
43095;46438;2005-03-03;45
43096;46439;2006-07-02;48.71
43097;46440;2007-05-11;45
43098;46441;2008-07-04;45
43099;46442;2009-10-17;45
43100;46443;2010-03-14;45
43101;46444;2011-08-14;45
43102;46445;2012-05-10;45
43103;46446;2013-06-02;45
43104;46447;2014-07-14;45
43105;46448;2015-05-05;45
43106;46449;2016-12-11;45
43107;46450;2017-12-05;49.68
43108;46452;2012-08-01;20
43109;46453;2013-09-12;20
43110;46454;2014-12-27;20
43111;46455;2003-07-17;45
43112;46456;2004-10-24;98.26
43113;46458;2006-04-13;45
43114;46459;2007-04-16;45
43115;46460;2008-11-03;45
43116;46461;2009-11-11;45
43117;46463;2011-04-13;45
43118;46464;2012-05-20;16.82
43119;46465;2013-09-10;45
43120;46466;2014-11-25;45
43121;46467;2015-12-20;45
43122;46469;2017-07-09;64.16
43123;46470;2018-04-06;45
43124;46471;2003-08-17;61.95
43125;46472;2004-08-12;45
43126;46473;2005-04-28;45
43127;46474;2006-03-28;45
43128;46475;2007-05-21;44.63
43129;46476;2008-07-04;45
43130;46477;2009-03-07;45
43131;46478;2010-08-07;45
43132;46479;2011-09-25;45
43133;46480;2012-08-17;45
43134;46481;2013-09-01;87.52
43135;46482;2014-04-25;45
43136;46484;2016-08-25;86.67
43137;46485;2017-07-09;45
43138;46486;2018-03-10;27.56
43139;46487;2014-10-24;20
43140;46488;2015-11-11;20
43141;46490;2017-10-14;20
43142;46493;2010-10-13;62.03
43143;46494;2011-11-09;45
43144;46495;2012-05-17;45
43145;46496;2013-06-11;45
43146;46497;2014-12-06;45
43147;46498;2015-10-12;45
43148;46499;2016-08-21;45
43149;46501;2018-06-20;45
43150;46502;1988-06-05;45
43151;46503;1989-08-19;23.74
43152;46504;1990-08-18;45
43153;46505;1991-08-28;45
43154;46507;1993-09-27;45
43155;46508;1994-03-11;45
43156;46509;1995-08-13;45
43157;46510;1996-12-15;45
43158;46511;1997-03-06;45
43159;46512;1998-05-02;45
43160;46513;1999-11-04;45
43161;46514;2000-10-16;32.82
43162;46515;2001-04-16;45
43163;46516;2002-03-05;45
43164;46517;2003-03-05;50.84
43165;46518;2004-12-28;45
43166;46519;2005-11-21;45
43167;46520;2006-09-15;45
43168;46521;2007-11-07;45
43169;46522;2008-12-21;45
43170;46523;2009-04-14;45
43171;46524;2010-12-16;45
43172;46525;2011-03-04;45
43173;46526;2012-08-13;45
43174;46527;2013-12-24;45
43175;46528;2014-09-07;64.38
43176;46529;2015-11-22;45
43177;46530;2016-11-27;45
43178;46531;2017-04-07;45
43179;46532;2018-04-12;45
43180;46533;2000-08-08;45
43181;46534;2001-10-06;45
43182;46535;2002-08-07;45
43183;46536;2003-08-22;45
43184;46537;2004-07-15;45
43185;46538;2005-08-13;45
43186;46539;2006-06-16;45
43187;46540;2007-12-12;45
43188;46541;2008-10-28;45
43189;46542;2009-10-10;45
43190;46543;2010-10-18;45
43191;46544;2011-12-25;23.26
43192;46545;2012-08-19;45
43193;46546;2013-09-24;45
43194;46547;2014-05-26;45
43195;46548;2015-07-08;45
43196;46549;2016-05-25;45
43197;46552;1982-03-08;25
43198;46553;1983-09-08;25
43199;46554;1984-08-27;58.18
43200;46555;1985-09-12;25
43201;46556;1986-06-13;81.26
43202;46557;1987-06-23;25
43203;46558;1988-06-07;88.01
43204;46559;1989-05-08;8.44
43205;46560;1990-04-04;41.84
43206;46561;1991-07-01;25
43207;46562;1992-03-05;68.16
43208;46563;1993-11-16;25
43209;46564;1994-07-20;25
43210;46565;1995-04-23;25
43211;46566;1996-04-09;25
43212;46567;1997-10-02;25
43213;46568;1998-10-10;25
43214;46569;1999-07-18;25
43215;46570;2000-12-05;25
43216;46571;2001-06-28;64.36
43217;46572;2002-03-17;28.79
43218;46573;2003-05-05;25
43219;46574;2004-05-07;25
43220;46575;2005-03-20;25
43221;46576;2006-03-17;25
43222;46577;2007-06-06;25
43223;46578;2008-11-04;26.76
43224;46579;2009-07-05;25
43225;46581;2011-03-08;25
43226;46582;2012-07-02;25
43227;46583;2013-09-16;25
43228;46584;2014-06-08;25
43229;46587;2017-11-25;25
43230;46588;2018-06-18;25
43231;46589;2015-11-18;15
43232;46592;2018-03-21;15
43233;46593;2011-09-28;45
43234;46594;2012-05-12;45
43235;46595;2013-07-27;45
43236;46596;2014-03-17;57.28
43237;46597;2015-08-16;45
43238;46598;2016-12-15;47.21
43239;46599;2017-06-17;45
43240;46600;2018-11-24;35.65
43241;46601;1986-08-28;45
43242;46602;1987-11-08;45
43243;46603;1988-06-21;45
43244;46604;1989-03-05;45
43245;46605;1990-08-05;45
43246;46606;1991-04-20;45
43247;46607;1992-06-06;45
43248;46608;1993-06-22;45
43249;46609;1994-12-20;45
43250;46610;1995-05-01;37.45
43251;46611;1996-06-20;45
43252;46612;1997-12-12;45
43253;46613;1998-11-17;45
43254;46614;1999-07-19;45
43255;46615;2000-07-07;45
43256;46616;2001-05-23;45
43257;46617;2002-07-01;76.51
43258;46618;2003-05-03;45
43259;46619;2004-06-21;45
43260;46620;2005-04-13;45
43261;46623;2008-04-25;45
43262;46624;2009-11-26;45
43263;46625;2010-11-20;45
43264;46626;2011-07-16;45
43265;46627;2012-03-09;45
43266;46628;2013-05-13;45
43267;46629;2014-05-15;68.63
43268;46630;2015-12-13;45
43269;46631;2016-12-03;45
43270;46634;1980-09-17;45
43271;46635;1981-04-13;45
43272;46636;1982-04-10;24.08
43273;46637;1983-11-18;45
43274;46638;1984-03-09;45
43275;46639;1985-11-21;45
43276;46640;1986-12-15;32.84
43277;46641;1987-12-15;45
43278;46642;1988-04-19;45
43279;46643;1989-08-03;45
43280;46644;1990-11-05;45
43281;46645;1991-08-13;45
43282;46646;1992-03-05;45
43283;46647;1993-08-18;45
43284;46648;1994-03-16;20.91
43285;46649;1995-04-18;45
43286;46650;1996-11-18;45
43287;46651;1997-08-06;45
43288;46652;1998-06-26;45
43289;46653;1999-11-07;60.65
43290;46654;2000-08-15;45
43291;46655;2001-07-12;45
43292;46656;2002-10-13;45
43293;46657;2003-08-05;45
43294;46658;2004-05-22;45
43295;46659;2005-12-27;45
43296;46660;2006-11-01;55.97
43297;46662;2008-03-06;45
43298;46663;2009-11-09;45
43299;46664;2010-11-03;45
43300;46665;2011-03-27;45
43301;46666;2012-06-07;74.95
43302;46667;2013-03-27;45
43303;46668;2014-09-02;45
43304;46669;2015-03-14;45
43305;46670;2016-11-23;45
43306;46671;2017-05-05;45
43307;46672;2018-05-12;49.55
43308;46673;2000-06-08;45
43309;46674;2001-12-23;45
43310;46675;2002-11-19;45
43311;46676;2003-03-27;75.76
43312;46677;2004-10-10;77.7
43313;46678;2005-10-11;53.55
43314;46679;2006-05-20;45
43315;46680;2007-10-13;45
43316;46681;2008-12-03;28.45
43317;46682;2009-12-22;45
43318;46683;2010-03-25;45
43319;46684;2011-03-27;45
43320;46685;2012-10-28;45
43321;46686;2013-03-19;45
43322;46687;2014-10-15;45
43323;46688;2015-10-05;45
43324;46689;2016-08-24;45
43325;46691;2018-09-07;45
43326;46692;2004-11-14;45
43327;46693;2005-12-19;45
43328;46694;2006-05-12;45
43329;46695;2007-03-11;45
43330;46696;2008-12-13;45
43331;46697;2009-03-16;45
43332;46698;2010-10-21;45
43333;46699;2011-11-28;45
43334;46700;2012-09-22;82.13
43335;46701;2013-07-19;45
43336;46702;2014-05-16;45
43337;46703;2015-08-08;45
43338;46704;2016-11-18;53.66
43339;46705;2017-06-28;42.47
43340;46706;2018-06-27;45
43341;46707;1969-04-15;45
43342;46708;1970-07-09;45
43343;46709;1971-04-15;45
43344;46710;1972-03-16;45
43345;46711;1973-08-27;45
43346;46712;1974-08-20;45
43347;46713;1975-12-01;45
43348;46714;1976-07-02;45
43349;46715;1977-07-18;45
43350;46716;1978-12-26;45
43351;46717;1979-03-25;45
43352;46718;1980-06-02;45
43353;46719;1981-06-11;45
43354;46720;1982-10-14;45
43355;46721;1983-04-13;45
43356;46722;1984-03-28;45
43357;46723;1985-07-13;45
43358;46724;1986-12-21;45
43359;46725;1987-11-19;45
43360;46726;1988-03-02;45
43361;46727;1989-05-27;45
43362;46728;1990-10-27;84.45
43363;46729;1991-10-19;45
43364;46730;1992-09-13;45
43365;46731;1993-12-06;45
43366;46732;1994-05-13;45
43367;46733;1995-04-17;45
43368;46734;1996-11-28;45
43369;46735;1997-05-09;45
43370;46736;1998-04-15;45
43371;46737;1999-05-15;45
43372;46738;2000-04-05;45
43373;46739;2001-07-16;45
43374;46740;2002-04-25;41.07
43375;46741;2003-10-05;12.85
43376;46742;2004-10-14;45
43377;46743;2005-09-28;45
43378;46744;2018-03-10;45
43379;46745;1994-05-08;45
43380;46746;1995-04-23;45
43381;46747;1996-06-23;51.16
43382;46748;1997-04-08;44.55
43383;46749;1998-06-01;45
43384;46750;1999-07-21;45
43385;46751;2000-09-19;45
43386;46752;2001-06-03;45
43387;46754;2003-11-04;45
43388;46755;2004-07-12;63.45
43389;46756;2005-03-15;45
43390;46757;2006-06-01;45
43391;46758;2007-04-06;45
43392;46759;2008-05-09;45
43393;46760;2009-08-26;45
43394;46761;2010-03-01;45
43395;46762;2011-07-11;45
43396;46763;2012-04-23;45
43397;46764;2013-07-15;45
43398;46765;2014-07-23;45
43399;46766;2015-06-19;45
43400;46768;2017-05-27;45
43401;46770;2012-08-16;45
43402;46771;2013-05-07;45
43403;46772;2014-08-17;45
43404;46775;2017-12-20;45
43405;46776;2018-03-14;45
43406;46777;1994-04-03;45
43407;46778;1995-09-21;45
43408;46779;1996-07-11;27.53
43409;46780;1997-09-22;45
43410;46781;1998-07-06;45
43411;46782;1999-08-07;45
43412;46783;2000-09-04;45
43413;46784;2014-08-21;45
43414;46785;2015-06-06;13.1
43415;46786;1996-08-02;45
43416;46787;1997-07-18;45
43417;46788;1998-06-19;45
43418;46789;1999-03-07;45
43419;46790;2000-08-19;45
43420;46791;2001-06-02;45
43421;46792;2002-09-06;45
43422;46793;2003-08-16;45
43423;46794;2004-12-02;45
43424;46795;2005-09-13;66.86
43425;46796;2006-07-05;45
43426;46797;2007-10-27;45
43427;46798;2008-03-27;45
43428;46799;2009-04-05;66.85
43429;46800;2011-07-06;20
43430;46801;2012-09-23;20
43431;46802;2013-11-14;20
43432;46803;2014-05-19;76.28
43433;46806;2017-04-09;20
43434;46808;1999-09-19;20
43435;46809;2000-05-12;20
43436;46810;2001-04-13;20
43437;46811;2002-12-20;78.16
43438;46812;2003-11-27;20
43439;46813;2004-11-23;20
43440;46814;2005-12-04;20
43441;46815;2006-08-18;20
