id;membership_id;invoice_date;amount_due
15986;1132;1988-03-01;45
15987;1132;1989-03-01;45
15988;1132;1990-03-01;45
15989;1132;1991-03-01;45
15990;1132;1992-03-01;45
15991;1132;1993-03-01;45
15992;1132;1994-03-01;45
15993;1132;1995-03-01;45
15994;1132;1996-03-01;45
15995;1132;1997-03-01;45
15996;1132;1998-03-01;45
15997;1132;1999-03-01;45
15998;1132;2000-03-01;45
15999;1132;2001-03-01;45
16000;1132;2002-03-01;45
16001;1132;2003-03-01;45
16002;1132;2004-03-01;45
16003;1132;2005-03-01;45
16004;1132;2006-03-01;45
16005;1132;2007-03-01;45
16006;1132;2008-03-01;45
16007;1132;2009-03-01;45
16008;1132;2010-03-01;45
16009;1132;2011-03-01;45
16010;1132;2012-03-01;45
16011;1132;2013-03-01;45
16012;1132;2014-03-01;45
16013;1132;2015-03-01;45
16014;1132;2016-03-01;45
16015;1132;2017-03-01;45
16016;1132;2018-03-01;45
16017;1133;2002-03-01;45
16018;1133;2003-03-01;45
16019;1133;2004-03-01;45
16020;1133;2005-03-01;45
16021;1133;2006-03-01;45
16022;1133;2007-03-01;45
16023;1133;2008-03-01;45
16024;1133;2009-03-01;45
16025;1133;2010-03-01;45
16026;1133;2011-03-01;45
16027;1133;2012-03-01;45
16028;1133;2013-03-01;45
16029;1133;2014-03-01;45
16030;1133;2015-03-01;45
16031;1133;2016-03-01;45
16032;1133;2017-03-01;45
16033;1133;2018-03-01;45
16034;1134;2018-03-01;15
16035;1135;2016-03-01;20
16036;1135;2017-03-01;20
16037;1135;2018-03-01;20
16038;1136;1998-03-01;0
16039;1136;1999-03-01;0
16040;1136;2000-03-01;0
16041;1136;2001-03-01;0
16042;1136;2002-03-01;0
16043;1136;2003-03-01;0
16044;1136;2004-03-01;0
16045;1136;2005-03-01;0
16046;1136;2006-03-01;0
16047;1136;2007-03-01;0
16048;1136;2008-03-01;0
16049;1136;2009-03-01;0
16050;1136;2010-03-01;0
16051;1136;2011-03-01;0
16052;1136;2012-03-01;0
16053;1136;2013-03-01;0
16054;1136;2014-03-01;0
16055;1136;2015-03-01;0
16056;1136;2016-03-01;0
16057;1136;2017-03-01;0
16058;1136;2018-03-01;0
16059;1137;1999-03-01;45
16060;1137;2000-03-01;45
16061;1137;2001-03-01;45
16062;1137;2002-03-01;45
16063;1137;2003-03-01;45
16064;1137;2004-03-01;45
16065;1137;2005-03-01;45
16066;1137;2006-03-01;45
16067;1137;2007-03-01;45
16068;1137;2008-03-01;45
16069;1137;2009-03-01;45
16070;1137;2010-03-01;45
16071;1137;2011-03-01;45
16072;1137;2012-03-01;45
16073;1137;2013-03-01;45
16074;1137;2014-03-01;45
16075;1137;2015-03-01;45
16076;1137;2016-03-01;45
16077;1137;2017-03-01;45
16078;1137;2018-03-01;45
16079;1138;2012-03-01;45
16080;1138;2013-03-01;45
16081;1138;2014-03-01;45
16082;1138;2015-03-01;45
16083;1138;2016-03-01;45
16084;1138;2017-03-01;45
16085;1138;2018-03-01;45
16086;1139;1990-03-01;25
16087;1139;1991-03-01;25
16088;1139;1992-03-01;25
16089;1139;1993-03-01;25
16090;1139;1994-03-01;25
16091;1139;1995-03-01;25
16092;1139;1996-03-01;25
16093;1139;1997-03-01;25
16094;1139;1998-03-01;25
16095;1139;1999-03-01;25
16096;1139;2000-03-01;25
16097;1139;2001-03-01;25
16098;1139;2002-03-01;25
16099;1139;2003-03-01;25
16100;1139;2004-03-01;25
16101;1139;2005-03-01;25
16102;1139;2006-03-01;25
16103;1139;2007-03-01;25
16104;1139;2008-03-01;25
16105;1139;2009-03-01;25
16106;1139;2010-03-01;25
16107;1139;2011-03-01;25
16108;1139;2012-03-01;25
16109;1139;2013-03-01;25
16110;1139;2014-03-01;25
16111;1139;2015-03-01;25
16112;1139;2016-03-01;25
16113;1139;2017-03-01;25
16114;1139;2018-03-01;25
16115;1140;2010-03-01;45
16116;1140;2011-03-01;45
16117;1140;2012-03-01;45
16118;1140;2013-03-01;45
16119;1140;2014-03-01;45
16120;1140;2015-03-01;45
16121;1140;2016-03-01;45
16122;1140;2017-03-01;45
16123;1140;2018-03-01;45
16124;1142;1993-03-01;45
16125;1142;1994-03-01;45
16126;1142;1995-03-01;45
16127;1142;1996-03-01;45
16128;1142;1997-03-01;45
16129;1142;1998-03-01;45
16130;1142;1999-03-01;45
16131;1142;2000-03-01;45
16132;1142;2001-03-01;45
16133;1142;2002-03-01;45
16134;1142;2003-03-01;45
16135;1142;2004-03-01;45
16136;1142;2005-03-01;45
16137;1142;2006-03-01;45
16138;1142;2007-03-01;45
16139;1142;2008-03-01;45
16140;1142;2009-03-01;45
16141;1142;2010-03-01;45
16142;1142;2011-03-01;45
16143;1142;2012-03-01;45
16144;1142;2013-03-01;45
16145;1142;2014-03-01;45
16146;1142;2015-03-01;45
16147;1142;2016-03-01;45
16148;1142;2017-03-01;45
16149;1142;2018-03-01;45
16150;1143;2016-03-01;45
16151;1143;2017-03-01;45
16152;1143;2018-03-01;45
16153;1144;2018-03-01;0
16154;1145;2013-03-01;45
16155;1145;2014-03-01;45
16156;1145;2015-03-01;45
16157;1145;2016-03-01;45
16158;1145;2017-03-01;45
16159;1145;2018-03-01;45
16160;1146;2015-03-01;45
16161;1146;2016-03-01;45
16162;1146;2017-03-01;45
16163;1146;2018-03-01;45
16164;1147;2018-03-01;15
16165;1148;1984-03-01;45
16166;1148;1985-03-01;45
16167;1148;1986-03-01;45
16168;1148;1987-03-01;45
16169;1148;1988-03-01;45
16170;1148;1989-03-01;45
16171;1148;1990-03-01;45
16172;1148;1991-03-01;45
16173;1148;1992-03-01;45
16174;1148;1993-03-01;45
16175;1148;1994-03-01;45
16176;1148;1995-03-01;45
16177;1148;1996-03-01;45
16178;1148;1997-03-01;45
16179;1148;1998-03-01;45
16180;1148;1999-03-01;45
16181;1148;2000-03-01;45
16182;1148;2001-03-01;45
16183;1148;2002-03-01;45
16184;1148;2003-03-01;45
16185;1148;2004-03-01;45
16186;1148;2005-03-01;45
16187;1148;2006-03-01;45
16188;1148;2007-03-01;45
16189;1148;2008-03-01;45
16190;1148;2009-03-01;45
16191;1148;2010-03-01;45
16192;1148;2011-03-01;45
16193;1148;2012-03-01;45
16194;1148;2013-03-01;45
16195;1148;2014-03-01;45
16196;1148;2015-03-01;45
16197;1148;2016-03-01;45
16198;1148;2017-03-01;45
16199;1148;2018-03-01;45
16200;1149;2013-03-01;20
16201;1149;2014-03-01;20
16202;1149;2015-03-01;20
16203;1149;2016-03-01;20
16204;1149;2017-03-01;20
16205;1149;2018-03-01;20
16206;1150;2017-03-01;20
16207;1150;2018-03-01;20
16208;1151;1963-03-01;45
16209;1151;1964-03-01;45
16210;1151;1965-03-01;45
16211;1151;1966-03-01;45
16212;1151;1967-03-01;45
16213;1151;1968-03-01;45
16214;1151;1969-03-01;45
16215;1151;1970-03-01;45
16216;1151;1971-03-01;45
16217;1151;1972-03-01;45
16218;1151;1973-03-01;45
16219;1151;1974-03-01;45
16220;1151;1975-03-01;45
16221;1151;1976-03-01;45
16222;1151;1977-03-01;45
16223;1151;1978-03-01;45
16224;1151;1979-03-01;45
16225;1151;1980-03-01;45
16226;1151;1981-03-01;45
16227;1151;1982-03-01;45
16228;1151;1983-03-01;45
16229;1151;1984-03-01;45
16230;1151;1985-03-01;45
16231;1151;1986-03-01;45
16232;1151;1987-03-01;45
16233;1151;1988-03-01;45
16234;1151;1989-03-01;45
16235;1151;1990-03-01;45
16236;1151;1991-03-01;45
16237;1151;1992-03-01;45
16238;1151;1993-03-01;45
16239;1151;1994-03-01;45
16240;1151;1995-03-01;45
16241;1151;1996-03-01;45
16242;1151;1997-03-01;45
16243;1151;1998-03-01;45
16244;1151;1999-03-01;45
16245;1151;2000-03-01;45
16246;1151;2001-03-01;45
16247;1151;2002-03-01;45
16248;1151;2003-03-01;45
16249;1151;2004-03-01;45
16250;1151;2005-03-01;45
16251;1151;2006-03-01;45
16252;1151;2007-03-01;45
16253;1151;2008-03-01;45
16254;1151;2009-03-01;45
16255;1151;2010-03-01;45
16256;1151;2011-03-01;45
16257;1151;2012-03-01;45
16258;1151;2013-03-01;45
16259;1151;2014-03-01;45
16260;1151;2015-03-01;45
16261;1151;2016-03-01;45
16262;1151;2017-03-01;45
16263;1151;2018-03-01;45
16264;1152;1991-03-01;45
16265;1152;1992-03-01;45
16266;1152;1993-03-01;45
16267;1152;1994-03-01;45
16268;1152;1995-03-01;45
16269;1152;1996-03-01;45
16270;1152;1997-03-01;45
16271;1152;1998-03-01;45
16272;1152;1999-03-01;45
16273;1152;2000-03-01;45
16274;1152;2001-03-01;45
16275;1152;2002-03-01;45
16276;1152;2003-03-01;45
16277;1152;2004-03-01;45
16278;1152;2005-03-01;45
16279;1152;2006-03-01;45
16280;1152;2007-03-01;45
16281;1152;2008-03-01;45
16282;1152;2009-03-01;45
16283;1152;2010-03-01;45
16284;1152;2011-03-01;45
16285;1152;2012-03-01;45
16286;1152;2013-03-01;45
16287;1152;2014-03-01;45
16288;1153;2008-03-01;0
16289;1153;2009-03-01;0
16290;1153;2010-03-01;0
16291;1153;2011-03-01;0
16292;1153;2012-03-01;0
16293;1153;2013-03-01;0
16294;1153;2014-03-01;0
16295;1153;2015-03-01;0
16296;1153;2016-03-01;0
16297;1153;2017-03-01;0
16298;1153;2018-03-01;0
16299;1154;2017-03-01;45
16300;1154;2018-03-01;45
16301;1155;2015-03-01;45
16302;1155;2016-03-01;45
16303;1155;2017-03-01;45
16304;1156;2010-03-01;20
16305;1156;2011-03-01;20
16306;1156;2012-03-01;20
16307;1156;2013-03-01;20
16308;1156;2014-03-01;20
16309;1156;2015-03-01;20
16310;1156;2016-03-01;20
16311;1156;2017-03-01;20
16312;1156;2018-03-01;20
16313;1157;2014-03-01;45
16314;1157;2015-03-01;45
16315;1157;2016-03-01;45
16316;1157;2017-03-01;45
16317;1157;2018-03-01;45
16318;1158;1999-03-01;45
16319;1158;2000-03-01;45
16320;1158;2001-03-01;45
16321;1158;2002-03-01;45
16322;1158;2003-03-01;45
16323;1158;2004-03-01;45
16324;1158;2005-03-01;45
16325;1158;2006-03-01;45
16326;1158;2007-03-01;45
16327;1158;2008-03-01;45
16328;1158;2009-03-01;45
16329;1158;2010-03-01;45
16330;1158;2011-03-01;45
16331;1158;2012-03-01;45
16332;1158;2013-03-01;45
16333;1158;2014-03-01;45
16334;1158;2015-03-01;45
16335;1158;2016-03-01;45
16336;1158;2017-03-01;45
16337;1158;2018-03-01;45
16338;1160;1994-03-01;45
16339;1160;1995-03-01;45
16340;1160;1996-03-01;45
16341;1160;1997-03-01;45
16342;1160;1998-03-01;45
16343;1160;1999-03-01;45
16344;1160;2000-03-01;45
16345;1160;2001-03-01;45
16346;1160;2002-03-01;45
16347;1160;2003-03-01;45
16348;1160;2004-03-01;45
16349;1160;2005-03-01;45
16350;1160;2006-03-01;45
16351;1160;2007-03-01;45
16352;1160;2008-03-01;45
16353;1160;2009-03-01;45
16354;1160;2010-03-01;45
16355;1160;2011-03-01;45
16356;1160;2012-03-01;45
16357;1160;2013-03-01;45
16358;1160;2014-03-01;45
16359;1160;2015-03-01;45
16360;1160;2016-03-01;45
16361;1160;2017-03-01;45
16362;1160;2018-03-01;45
16363;1161;2007-03-01;45
16364;1161;2008-03-01;45
16365;1161;2009-03-01;45
16366;1161;2010-03-01;45
16367;1161;2011-03-01;45
16368;1161;2012-03-01;45
16369;1161;2013-03-01;45
16370;1161;2014-03-01;45
16371;1161;2015-03-01;45
16372;1161;2016-03-01;45
16373;1161;2017-03-01;45
16374;1161;2018-03-01;45
16375;1162;2016-03-01;15
16376;1163;1995-03-01;45
16377;1163;1996-03-01;45
16378;1163;1997-03-01;45
16379;1163;1998-03-01;45
16380;1163;1999-03-01;45
16381;1163;2000-03-01;45
16382;1163;2001-03-01;45
16383;1163;2002-03-01;45
16384;1163;2003-03-01;45
16385;1163;2004-03-01;45
16386;1163;2005-03-01;45
16387;1163;2006-03-01;45
16388;1163;2007-03-01;45
16389;1163;2008-03-01;45
16390;1163;2009-03-01;45
16391;1163;2010-03-01;45
16392;1163;2011-03-01;45
16393;1163;2012-03-01;45
16394;1163;2013-03-01;45
16395;1163;2014-03-01;45
16396;1163;2015-03-01;45
16397;1163;2016-03-01;45
16398;1163;2017-03-01;45
16399;1163;2018-03-01;45
16400;1164;2012-03-01;45
16401;1164;2013-03-01;45
16402;1164;2014-03-01;45
16403;1164;2015-03-01;45
16404;1164;2016-03-01;45
16405;1164;2017-03-01;45
16406;1164;2018-03-01;45
16407;1165;2010-03-01;45
16408;1165;2011-03-01;45
16409;1165;2012-03-01;45
16410;1165;2013-03-01;45
16411;1165;2014-03-01;45
16412;1165;2015-03-01;45
16413;1165;2016-03-01;45
16414;1165;2017-03-01;45
16415;1165;2018-03-01;45
16416;1166;1995-03-01;45
16417;1166;1996-03-01;45
16418;1166;1997-03-01;45
16419;1166;1998-03-01;45
16420;1166;1999-03-01;45
16421;1166;2000-03-01;45
16422;1166;2001-03-01;45
16423;1166;2002-03-01;45
16424;1166;2003-03-01;45
16425;1166;2004-03-01;45
16426;1166;2005-03-01;45
16427;1166;2006-03-01;45
16428;1166;2007-03-01;45
16429;1166;2008-03-01;45
16430;1166;2009-03-01;45
16431;1166;2010-03-01;45
16432;1166;2011-03-01;45
16433;1166;2012-03-01;45
16434;1166;2013-03-01;45
16435;1166;2014-03-01;45
16436;1166;2015-03-01;45
16437;1166;2016-03-01;45
16438;1166;2017-03-01;45
16439;1166;2018-03-01;45
16440;1168;2004-03-01;45
16441;1168;2005-03-01;45
16442;1168;2006-03-01;45
16443;1168;2007-03-01;45
16444;1168;2008-03-01;45
16445;1168;2009-03-01;45
16446;1168;2010-03-01;45
16447;1168;2011-03-01;45
16448;1168;2012-03-01;45
16449;1168;2013-03-01;45
16450;1168;2014-03-01;45
16451;1168;2015-03-01;45
16452;1168;2016-03-01;45
16453;1168;2017-03-01;45
16454;1168;2018-03-01;45
16455;1169;1987-03-01;45
16456;1169;1988-03-01;45
16457;1169;1989-03-01;45
16458;1169;1990-03-01;45
16459;1169;1991-03-01;45
16460;1169;1992-03-01;45
16461;1169;1993-03-01;45
16462;1169;1994-03-01;45
16463;1169;1995-03-01;45
16464;1169;1996-03-01;45
16465;1169;1997-03-01;45
16466;1169;1998-03-01;45
16467;1169;1999-03-01;45
16468;1169;2000-03-01;45
16469;1169;2001-03-01;45
16470;1169;2002-03-01;45
16471;1169;2003-03-01;45
16472;1169;2004-03-01;45
16473;1169;2005-03-01;45
16474;1169;2006-03-01;45
16475;1169;2007-03-01;45
16476;1169;2008-03-01;45
16477;1169;2009-03-01;45
16478;1169;2010-03-01;45
16479;1169;2011-03-01;45
16480;1169;2012-03-01;45
16481;1169;2013-03-01;45
16482;1169;2014-03-01;45
16483;1169;2015-03-01;45
16484;1169;2016-03-01;45
16485;1169;2017-03-01;45
16486;1169;2018-03-01;45
16487;1170;2018-03-01;15
16488;1171;2013-03-01;45
16489;1172;2006-03-01;20
16490;1172;2007-03-01;20
16491;1172;2008-03-01;20
16492;1172;2009-03-01;20
16493;1172;2010-03-01;20
16494;1172;2011-03-01;20
16495;1172;2012-03-01;20
16496;1172;2013-03-01;20
16497;1172;2014-03-01;20
16498;1172;2015-03-01;20
16499;1172;2016-03-01;20
16500;1172;2017-03-01;20
16501;1172;2018-03-01;20
16502;1173;2002-03-01;45
16503;1173;2003-03-01;45
16504;1173;2004-03-01;45
16505;1173;2005-03-01;45
16506;1173;2006-03-01;45
16507;1173;2007-03-01;45
16508;1173;2008-03-01;45
16509;1173;2009-03-01;45
16510;1173;2010-03-01;45
16511;1173;2011-03-01;45
16512;1173;2012-03-01;45
16513;1173;2013-03-01;45
16514;1173;2014-03-01;45
16515;1173;2015-03-01;45
16516;1173;2016-03-01;45
16517;1173;2017-03-01;45
16518;1173;2018-03-01;45
16519;1175;1993-03-01;45
16520;1175;1994-03-01;45
16521;1175;1995-03-01;45
16522;1175;1996-03-01;45
16523;1175;1997-03-01;45
16524;1175;1998-03-01;45
16525;1175;1999-03-01;45
16526;1175;2000-03-01;45
16527;1175;2001-03-01;45
16528;1175;2002-03-01;45
16529;1175;2003-03-01;45
16530;1175;2004-03-01;45
16531;1175;2005-03-01;45
16532;1175;2006-03-01;45
16533;1175;2007-03-01;45
16534;1175;2008-03-01;45
16535;1175;2009-03-01;45
16536;1175;2010-03-01;45
16537;1175;2011-03-01;45
16538;1175;2012-03-01;45
16539;1175;2013-03-01;45
16540;1175;2014-03-01;45
16541;1175;2015-03-01;45
16542;1175;2016-03-01;45
16543;1175;2017-03-01;45
16544;1175;2018-03-01;45
16545;1176;1975-03-01;45
16546;1176;1976-03-01;45
16547;1176;1977-03-01;45
16548;1176;1978-03-01;45
16549;1176;1979-03-01;45
16550;1176;1980-03-01;45
16551;1176;1981-03-01;45
16552;1176;1982-03-01;45
16553;1176;1983-03-01;45
16554;1176;1984-03-01;45
16555;1176;1985-03-01;45
16556;1176;1986-03-01;45
16557;1176;1987-03-01;45
16558;1176;1988-03-01;45
16559;1176;1989-03-01;45
16560;1176;1990-03-01;45
16561;1176;1991-03-01;45
16562;1176;1992-03-01;45
16563;1176;1993-03-01;45
16564;1176;1994-03-01;45
16565;1176;1995-03-01;45
16566;1176;1996-03-01;45
16567;1176;1997-03-01;45
16568;1176;1998-03-01;45
16569;1176;1999-03-01;45
16570;1176;2000-03-01;45
16571;1176;2001-03-01;45
16572;1176;2002-03-01;45
16573;1176;2003-03-01;45
16574;1176;2004-03-01;45
16575;1176;2005-03-01;45
16576;1176;2006-03-01;45
16577;1176;2007-03-01;45
16578;1176;2008-03-01;45
16579;1176;2009-03-01;45
16580;1176;2010-03-01;45
16581;1176;2011-03-01;45
16582;1176;2012-03-01;45
16583;1176;2013-03-01;45
16584;1176;2014-03-01;45
16585;1176;2015-03-01;45
16586;1176;2016-03-01;45
16587;1176;2017-03-01;45
16588;1176;2018-03-01;45
16589;1177;2007-03-01;45
16590;1177;2008-03-01;45
16591;1177;2009-03-01;45
16592;1177;2010-03-01;45
16593;1177;2011-03-01;45
16594;1177;2012-03-01;45
16595;1177;2013-03-01;45
16596;1177;2014-03-01;45
16597;1177;2015-03-01;45
16598;1177;2016-03-01;45
16599;1177;2017-03-01;45
16600;1177;2018-03-01;45
16601;1178;2010-03-01;0
16602;1178;2011-03-01;0
16603;1178;2012-03-01;0
16604;1178;2013-03-01;0
16605;1178;2014-03-01;0
16606;1178;2015-03-01;0
16607;1178;2016-03-01;0
16608;1178;2017-03-01;0
16609;1178;2018-03-01;0
16610;1180;1977-03-01;45
16611;1180;1978-03-01;45
16612;1180;1979-03-01;45
16613;1180;1980-03-01;45
16614;1180;1981-03-01;45
16615;1180;1982-03-01;45
16616;1180;1983-03-01;45
16617;1180;1984-03-01;45
16618;1180;1985-03-01;45
16619;1180;1986-03-01;45
16620;1180;1987-03-01;45
16621;1180;1988-03-01;45
16622;1180;1989-03-01;45
16623;1180;1990-03-01;45
16624;1180;1991-03-01;45
16625;1180;1992-03-01;45
16626;1180;1993-03-01;45
16627;1180;1994-03-01;45
16628;1180;1995-03-01;45
16629;1180;1996-03-01;45
16630;1180;1997-03-01;45
16631;1180;1998-03-01;45
16632;1180;1999-03-01;45
16633;1180;2000-03-01;45
16634;1180;2001-03-01;45
16635;1180;2002-03-01;45
16636;1180;2003-03-01;45
16637;1180;2004-03-01;45
16638;1180;2005-03-01;45
16639;1180;2006-03-01;45
16640;1180;2007-03-01;45
16641;1180;2008-03-01;45
16642;1180;2009-03-01;45
16643;1180;2010-03-01;45
16644;1180;2011-03-01;45
16645;1180;2012-03-01;45
16646;1180;2013-03-01;45
16647;1180;2014-03-01;45
16648;1180;2015-03-01;45
16649;1180;2016-03-01;45
16650;1180;2017-03-01;45
16651;1180;2018-03-01;45
16652;1181;2018-03-01;15
16653;1182;2012-03-01;20
16654;1182;2013-03-01;20
16655;1182;2014-03-01;20
16656;1182;2015-03-01;20
16657;1182;2016-03-01;20
16658;1182;2017-03-01;20
16659;1182;2018-03-01;20
16660;1183;2012-03-01;45
16661;1183;2013-03-01;45
16662;1183;2014-03-01;45
16663;1183;2015-03-01;45
16664;1183;2016-03-01;45
16665;1183;2017-03-01;45
16666;1183;2018-03-01;45
16667;1184;2013-03-01;0
16668;1184;2014-03-01;0
16669;1184;2015-03-01;0
16670;1184;2016-03-01;0
16671;1184;2017-03-01;0
16672;1184;2018-03-01;0
16673;1185;1990-03-01;25
16674;1185;1991-03-01;25
16675;1185;1992-03-01;25
16676;1185;1993-03-01;25
16677;1185;1994-03-01;25
16678;1185;1995-03-01;25
16679;1185;1996-03-01;25
16680;1185;1997-03-01;25
16681;1185;1998-03-01;25
16682;1185;1999-03-01;25
16683;1185;2000-03-01;25
16684;1185;2001-03-01;25
16685;1186;1974-03-01;45
16686;1186;1975-03-01;45
16687;1186;1976-03-01;45
16688;1186;1977-03-01;45
16689;1186;1978-03-01;45
16690;1186;1979-03-01;45
16691;1186;1980-03-01;45
16692;1186;1981-03-01;45
16693;1186;1982-03-01;45
16694;1186;1983-03-01;45
16695;1186;1984-03-01;45
16696;1186;1985-03-01;45
16697;1186;1986-03-01;45
16698;1186;1987-03-01;45
16699;1186;1988-03-01;45
16700;1186;1989-03-01;45
16701;1186;1990-03-01;45
16702;1186;1991-03-01;45
16703;1186;1992-03-01;45
16704;1186;1993-03-01;45
16705;1186;1994-03-01;45
16706;1186;1995-03-01;45
16707;1186;1996-03-01;45
16708;1186;1997-03-01;45
16709;1186;1998-03-01;45
16710;1186;1999-03-01;45
16711;1186;2000-03-01;45
16712;1186;2001-03-01;45
16713;1186;2002-03-01;45
16714;1186;2003-03-01;45
16715;1186;2004-03-01;45
16716;1186;2005-03-01;45
16717;1186;2006-03-01;45
16718;1186;2007-03-01;45
16719;1186;2008-03-01;45
16720;1186;2009-03-01;45
16721;1186;2010-03-01;45
16722;1186;2011-03-01;45
16723;1186;2012-03-01;45
16724;1186;2013-03-01;45
16725;1186;2014-03-01;45
16726;1186;2015-03-01;45
16727;1186;2016-03-01;45
16728;1186;2017-03-01;45
16729;1186;2018-03-01;45
16730;1188;2014-03-01;0
16731;1188;2015-03-01;0
16732;1188;2016-03-01;0
16733;1188;2017-03-01;0
16734;1188;2018-03-01;0
16735;1189;2006-03-01;45
16736;1189;2007-03-01;45
16737;1189;2008-03-01;45
16738;1189;2009-03-01;45
16739;1189;2010-03-01;45
16740;1189;2011-03-01;45
16741;1189;2012-03-01;45
16742;1189;2013-03-01;45
16743;1189;2014-03-01;45
16744;1189;2015-03-01;45
16745;1189;2016-03-01;45
16746;1189;2017-03-01;45
16747;1189;2018-03-01;45
16748;1190;1991-03-01;45
16749;1190;1992-03-01;45
16750;1190;1993-03-01;45
16751;1190;1994-03-01;45
16752;1190;1995-03-01;45
16753;1190;1996-03-01;45
16754;1190;1997-03-01;45
16755;1190;1998-03-01;45
16756;1190;1999-03-01;45
16757;1190;2000-03-01;45
16758;1190;2001-03-01;45
16759;1190;2002-03-01;45
16760;1190;2003-03-01;45
16761;1190;2004-03-01;45
16762;1190;2005-03-01;45
16763;1190;2006-03-01;45
16764;1190;2007-03-01;45
16765;1190;2008-03-01;45
16766;1190;2009-03-01;45
16767;1190;2010-03-01;45
16768;1190;2011-03-01;45
16769;1190;2012-03-01;45
16770;1190;2013-03-01;45
16771;1190;2014-03-01;45
16772;1190;2015-03-01;45
16773;1190;2016-03-01;45
16774;1190;2017-03-01;45
16775;1190;2018-03-01;45
16776;1191;2015-03-01;45
16777;1191;2016-03-01;45
16778;1191;2017-03-01;45
16779;1191;2018-03-01;45
16780;1192;2011-03-01;45
16781;1192;2012-03-01;45
16782;1192;2013-03-01;45
16783;1192;2014-03-01;45
16784;1192;2015-03-01;45
16785;1192;2016-03-01;45
16786;1192;2017-03-01;45
16787;1192;2018-03-01;45
16788;1193;2017-03-01;15
16789;1193;2018-03-01;15
16790;1194;1967-03-01;45
16791;1194;1968-03-01;45
16792;1194;1969-03-01;45
16793;1194;1970-03-01;45
16794;1194;1971-03-01;45
16795;1194;1972-03-01;45
16796;1194;1973-03-01;45
16797;1194;1974-03-01;45
16798;1194;1975-03-01;45
16799;1194;1976-03-01;45
16800;1194;1977-03-01;45
16801;1194;1978-03-01;45
16802;1194;1979-03-01;45
16803;1194;1980-03-01;45
16804;1194;1981-03-01;45
16805;1194;1982-03-01;45
16806;1194;1983-03-01;45
16807;1194;1984-03-01;45
16808;1194;1985-03-01;45
16809;1194;1986-03-01;45
16810;1194;1987-03-01;45
16811;1194;1988-03-01;45
16812;1194;1989-03-01;45
16813;1194;1990-03-01;45
16814;1194;1991-03-01;45
16815;1194;1992-03-01;45
16816;1194;1993-03-01;45
16817;1194;1994-03-01;45
16818;1194;1995-03-01;45
16819;1194;1996-03-01;45
16820;1194;1997-03-01;45
16821;1194;1998-03-01;45
16822;1194;1999-03-01;45
16823;1194;2000-03-01;45
16824;1194;2001-03-01;45
16825;1194;2002-03-01;45
16826;1194;2003-03-01;45
16827;1194;2004-03-01;45
16828;1194;2005-03-01;45
16829;1194;2006-03-01;45
16830;1194;2007-03-01;45
16831;1194;2008-03-01;45
16832;1194;2009-03-01;45
16833;1194;2010-03-01;45
16834;1194;2011-03-01;45
16835;1194;2012-03-01;45
16836;1194;2013-03-01;45
16837;1194;2014-03-01;45
16838;1194;2015-03-01;45
16839;1194;2016-03-01;45
16840;1194;2017-03-01;45
16841;1194;2018-03-01;45
16842;1195;2009-03-01;20
16843;1195;2010-03-01;20
16844;1195;2011-03-01;20
16845;1195;2012-03-01;20
16846;1195;2013-03-01;20
16847;1195;2014-03-01;20
16848;1195;2015-03-01;20
16849;1195;2016-03-01;20
16850;1195;2017-03-01;20
16851;1195;2018-03-01;20
16852;1196;2012-03-01;45
16853;1196;2013-03-01;45
16854;1196;2014-03-01;45
16855;1196;2015-03-01;45
16856;1196;2016-03-01;45
16857;1196;2017-03-01;45
16858;1196;2018-03-01;45
16859;1197;2012-03-01;20
16860;1197;2013-03-01;20
16861;1197;2014-03-01;20
16862;1197;2015-03-01;20
16863;1197;2016-03-01;20
16864;1197;2017-03-01;20
16865;1197;2018-03-01;20
16866;1198;2009-03-01;25
16867;1198;2010-03-01;25
16868;1198;2011-03-01;25
16869;1198;2012-03-01;25
16870;1198;2013-03-01;25
16871;1198;2014-03-01;25
16872;1198;2015-03-01;25
16873;1198;2016-03-01;25
16874;1198;2017-03-01;25
16875;1198;2018-03-01;25
16876;1199;2011-03-01;15
16877;1199;2012-03-01;15
16878;1199;2013-03-01;15
16879;1199;2014-03-01;15
16880;1199;2015-03-01;15
16881;1199;2016-03-01;15
16882;1199;2017-03-01;15
16883;1199;2018-03-01;15
16884;1200;1993-03-01;45
16885;1200;1994-03-01;45
16886;1200;1995-03-01;45
16887;1200;1996-03-01;45
16888;1200;1997-03-01;45
16889;1200;1998-03-01;45
16890;1200;1999-03-01;45
16891;1200;2000-03-01;45
16892;1200;2001-03-01;45
16893;1200;2002-03-01;45
16894;1200;2003-03-01;45
16895;1200;2004-03-01;45
16896;1200;2005-03-01;45
16897;1200;2006-03-01;45
16898;1200;2007-03-01;45
16899;1200;2008-03-01;45
16900;1200;2009-03-01;45
16901;1200;2010-03-01;45
16902;1200;2011-03-01;45
16903;1200;2012-03-01;45
16904;1200;2013-03-01;45
16905;1200;2014-03-01;45
16906;1200;2015-03-01;45
16907;1200;2016-03-01;45
16908;1200;2017-03-01;45
16909;1200;2018-03-01;45
16910;1201;2011-03-01;45
16911;1201;2012-03-01;45
16912;1201;2013-03-01;45
16913;1201;2014-03-01;45
16914;1201;2015-03-01;45
16915;1201;2016-03-01;45
16916;1201;2017-03-01;45
16917;1201;2018-03-01;45
