id;member_id;member_type;member_since;member_until
2329;2329;youth;2014-01-01;2015-01-01
2330;2330;full;2014-01-01;
2331;2331;full;1992-01-01;
2332;2332;full;1986-01-01;
2333;2333;full;2015-01-01;
2334;2334;youth;2016-01-01;
2335;2335;youth;2015-01-01;2016-01-01
2336;2336;full;2006-01-01;
2337;2337;combi;2013-01-01;2016-01-01
2338;2338;reduction;2009-01-01;
2339;2339;full;1977-01-01;
2340;2340;combi;2004-01-01;
2341;2341;full;2004-01-01;
2342;2342;full;2012-01-01;
2343;2343;full;2018-01-01;2018-01-01
2344;2344;full;1994-01-01;
2345;2345;full;2011-01-01;
2346;2346;full;2018-01-01;2018-01-01
2347;2347;full;1985-01-01;2016-01-01
2348;2348;full;2011-01-01;
2349;2349;combi;2018-01-01;
2350;2350;full;2001-01-01;
2351;2351;combi;2017-01-01;2017-01-01
2352;2352;full;2017-01-01;2017-01-01
2353;2353;youth;2011-01-01;2014-01-01
2354;2354;combi;2015-01-01;
2355;2355;full;1982-01-01;
2356;2356;full;2000-01-01;
2357;2357;full;1987-01-01;
2358;2358;full;1999-01-01;
2359;2359;full;2017-01-01;
2360;2360;youth;2017-01-01;
2361;2361;reduction;1990-01-01;
2362;2362;combi;2016-01-01;
2363;2363;full;1987-01-01;
2364;2364;full;1994-01-01;
2365;2365;full;2007-01-01;
2366;2366;reduction;1994-01-01;
2367;2367;full;2010-01-01;
2368;2368;full;2004-01-01;
2369;2369;combi;2014-01-01;
2370;2370;full;1985-01-01;
2371;2371;full;1996-01-01;
2372;2372;full;2011-01-01;
2373;2373;full;1996-01-01;2001-01-01
2374;2374;full;1982-01-01;
2375;2375;full;2009-01-01;
2376;2376;combi;2003-01-01;
2377;2377;full;1996-01-01;
2378;2378;combi;2012-01-01;
2379;2379;full;1999-01-01;
2380;2380;full;2012-01-01;
2381;2381;full;1986-01-01;
2382;2382;free;2012-01-01;
2383;2383;full;2014-01-01;
2384;2384;full;2010-01-01;
2385;2385;full;2004-01-01;2015-01-01
2386;2386;combi;2017-01-01;
2387;2387;full;1987-01-01;
2388;2388;full;1975-01-01;
2389;2389;combi;2016-01-01;
2390;2390;full;2005-01-01;2014-01-01
2391;2391;full;1999-01-01;
2392;2392;youth;2015-01-01;
2393;2393;full;2006-01-01;2010-01-01
2394;2394;reduction;2007-01-01;
2395;2395;youth;2012-01-01;
2396;2396;combi;2010-01-01;
2397;2397;reduction;2010-01-01;
2398;2398;youth;2016-01-01;
2399;2399;full;2014-01-01;
2400;2400;full;1991-01-01;
2401;2401;combi;2017-01-01;
2402;2402;full;1995-01-01;
2403;2403;full;2009-01-01;2009-01-01
2404;2404;reduction;2016-01-01;2018-01-01
2405;2405;full;2017-01-01;
2406;2406;full;2004-01-01;
2407;2407;full;1998-01-01;
2408;2408;full;2012-01-01;
2409;2409;youth;2015-01-01;
2410;2410;reduction;1994-01-01;2015-01-01
2411;2411;full;2006-01-01;
2412;2412;combi;2012-01-01;
2413;2413;full;2007-01-01;
2414;2414;combi;2010-01-01;
2415;2415;full;2017-01-01;2017-01-01
2416;2416;full;1981-01-01;
2417;2417;full;1982-01-01;
2418;2418;free;2005-01-01;
2419;2419;full;2001-01-01;
2420;2420;full;1978-01-01;
2421;2421;full;1975-01-01;1997-01-01
2422;2422;full;2005-01-01;
2423;2423;full;2010-01-01;
2424;2424;combi;2014-01-01;
2425;2425;full;2016-01-01;2016-01-01
2426;2426;youth;2015-01-01;
2427;2427;free;1975-01-01;
2428;2428;full;2017-01-01;
2429;2429;combi;2014-01-01;
2430;2430;full;1996-01-01;
2431;2431;full;2013-01-01;
2432;2432;combi;2015-01-01;
2433;2433;full;2012-01-01;
2434;2434;full;1998-01-01;2012-01-01
2435;2435;full;1977-01-01;
2436;2436;youth;2014-01-01;
2437;2437;full;2018-01-01;2018-01-01
2438;2438;full;2013-01-01;
2439;2439;full;2016-01-01;
2440;2440;full;2002-01-01;2002-01-01
2441;2441;youth;2018-01-01;
2442;2442;full;1982-01-01;2017-01-01
2443;2443;full;1997-01-01;
2444;2444;full;1979-01-01;
2445;2445;full;2001-01-01;
2446;2446;full;1977-01-01;
2447;2447;combi;2015-01-01;
2448;2448;free;2011-01-01;2014-01-01
2449;2449;full;1993-01-01;
2450;2450;full;2014-01-01;
2451;2451;full;2016-01-01;2016-01-01
2452;2452;full;2008-01-01;2015-01-01
2453;2453;full;1982-01-01;
2454;2454;free;2011-01-01;
2455;2455;combi;2010-01-01;
2456;2456;full;2018-01-01;
2457;2457;full;2005-01-01;
2458;2458;full;2018-01-01;
2459;2459;full;1998-01-01;
2460;2460;full;2008-01-01;
2461;2461;full;1987-01-01;2013-01-01
2462;2462;full;2011-01-01;
2463;2463;full;1996-01-01;
2464;2464;full;2018-01-01;
2465;2465;full;2015-01-01;2016-01-01
2466;2466;full;2000-01-01;
2467;2467;full;1969-01-01;
2468;2468;full;2013-01-01;2014-01-01
2469;2469;combi;2012-01-01;
2470;2470;full;2017-01-01;2017-01-01
2471;2471;full;2012-01-01;2012-01-01
2472;2472;youth;2013-01-01;2013-01-01
2473;2473;youth;2015-01-01;
2474;2474;full;1984-01-01;
2475;2475;full;1984-01-01;2013-01-01
2476;2476;full;2005-01-01;
2477;2477;full;1996-01-01;
2478;2478;full;2000-01-01;
2479;2479;full;1966-01-01;
2480;2480;full;2003-01-01;
2481;2481;full;2004-01-01;
2482;2482;full;2013-01-01;
2483;2483;full;2012-01-01;
2484;2484;full;1977-01-01;
2485;2485;full;1989-01-01;
2486;2486;full;1986-01-01;
2487;2487;reduction;2016-01-01;
2488;2488;full;2005-01-01;2009-01-01
2489;2489;full;2005-01-01;
2490;2490;reduction;2015-01-01;
2491;2491;full;2001-01-01;
2492;2492;full;1971-01-01;1988-01-01
2493;2493;free;2015-01-01;
2494;2494;full;1968-01-01;
2495;2495;youth;2018-01-01;
2496;2496;full;2009-01-01;
2497;2497;full;2014-01-01;2014-01-01
2498;2498;full;1981-01-01;1987-01-01
2499;2499;combi;2017-01-01;2018-01-01
2500;2500;free;2015-01-01;
2501;2501;full;2014-01-01;
2502;2502;full;2014-01-01;
2503;2503;full;2013-01-01;
2504;2504;full;1981-01-01;
2505;2505;full;1979-01-01;
2506;2506;full;2018-01-01;
2507;2507;full;2002-01-01;
2508;2508;combi;2010-01-01;
2509;2509;full;1991-01-01;2016-01-01
2510;2510;combi;2018-01-01;
2511;2511;free;2016-01-01;
2512;2512;full;2000-01-01;
2513;2513;full;2008-01-01;
2514;2514;youth;2016-01-01;
2515;2515;full;1990-01-01;
2516;2516;reduction;1990-01-01;
2517;2517;full;2000-01-01;
2518;2518;full;2018-01-01;2018-01-01
2519;2519;full;2006-01-01;
2520;2520;reduction;1989-01-01;
2521;2521;full;2009-01-01;
2522;2522;reduction;1997-01-01;2003-01-01
2523;2523;full;2007-01-01;
2524;2524;youth;2015-01-01;
2525;2525;full;1999-01-01;
2526;2526;reduction;1996-01-01;
2527;2527;youth;2013-01-01;
2528;2528;full;2018-01-01;
2529;2529;youth;2014-01-01;2018-01-01
2530;2530;full;1997-01-01;
2531;2531;full;2008-01-01;
2532;2532;full;2014-01-01;
2533;2533;combi;2012-01-01;
2534;2534;full;2002-01-01;
2535;2535;reduction;1999-01-01;
2536;2536;combi;2017-01-01;
2537;2537;full;1999-01-01;
2538;2538;full;1999-01-01;
2539;2539;full;1984-01-01;
2540;2540;reduction;2011-01-01;
2541;2541;full;1974-01-01;
2542;2542;free;2006-01-01;
2543;2543;full;1979-01-01;1997-01-01
2544;2544;full;2012-01-01;
2545;2545;full;2011-01-01;
2546;2546;full;2010-01-01;
2547;2547;combi;2014-01-01;
2548;2548;full;2014-01-01;
2549;2549;full;2012-01-01;
2550;2550;full;2008-01-01;
2551;2551;combi;2016-01-01;2016-01-01
2552;2552;full;1995-01-01;
2553;2553;full;1994-01-01;1995-01-01
2554;2554;full;1990-01-01;
2555;2555;full;1997-01-01;2003-01-01
2556;2556;full;2008-01-01;2018-01-01
2557;2557;combi;2012-01-01;
2558;2558;full;1997-01-01;
2559;2559;full;1988-01-01;
2560;2560;full;2016-01-01;
2561;2561;full;2017-01-01;
2562;2562;full;2011-01-01;
2563;2563;full;2018-01-01;
2564;2564;full;2013-01-01;
2565;2565;youth;2015-01-01;2015-01-01
2566;2566;full;1989-01-01;2013-01-01
2567;2567;full;2010-01-01;
2568;2568;combi;2010-01-01;
2569;2569;youth;2017-01-01;
2570;2570;reduction;1981-01-01;
2571;2571;full;2015-01-01;
2572;2572;youth;2007-01-01;
2573;2573;full;2018-01-01;2018-01-01
2574;2574;full;1967-01-01;
2575;2575;full;1992-01-01;
2576;2576;combi;2013-01-01;2017-01-01
2577;2577;full;2012-01-01;2018-01-01
2578;2578;full;2018-01-01;
2579;2579;full;2001-01-01;
2580;2580;full;2012-01-01;2015-01-01
2581;2581;full;2001-01-01;
2582;2582;full;1980-01-01;
2583;2583;full;2013-01-01;
2584;2584;full;2008-01-01;
2585;2585;reduction;2005-01-01;
2586;2586;full;2006-01-01;
2587;2587;youth;2013-01-01;
2588;2588;full;2001-01-01;2014-01-01
2589;2589;full;1976-01-01;
2590;2590;full;1981-01-01;
2591;2591;youth;2017-01-01;
2592;2592;reduction;1990-01-01;
2593;2593;combi;2007-01-01;
2594;2594;full;1981-01-01;
2595;2595;full;1984-01-01;
2596;2596;full;1969-01-01;
2597;2597;full;2016-01-01;
2598;2598;full;2009-01-01;
2599;2599;full;1998-01-01;2010-01-01
2600;2600;reduction;1974-01-01;2003-01-01
2601;2601;full;1999-01-01;
2602;2602;full;1973-01-01;
2603;2603;full;2011-01-01;
2604;2604;full;2012-01-01;
2605;2605;full;2003-01-01;
2606;2606;full;2011-01-01;
2607;2607;full;2012-01-01;2015-01-01
2608;2608;full;2011-01-01;
2609;2609;full;2008-01-01;
2610;2610;free;2011-01-01;
2611;2611;full;1964-01-01;
2612;2612;youth;2015-01-01;
2613;2613;full;2011-01-01;
2614;2614;youth;2014-01-01;
2615;2615;full;1972-01-01;
2616;2616;full;2016-01-01;
2617;2617;reduction;2001-01-01;
2618;2618;full;2016-01-01;
2619;2619;full;2008-01-01;
2620;2620;combi;2012-01-01;
2621;2621;full;2002-01-01;2010-01-01
2622;2622;full;2009-01-01;
2623;2623;full;2017-01-01;
2624;2624;full;1971-01-01;
2625;2625;full;2005-01-01;
2626;2626;combi;2016-01-01;
2627;2627;full;1994-01-01;
2628;2628;youth;2013-01-01;
2629;2629;full;2015-01-01;2016-01-01
2630;2630;full;2005-01-01;
2631;2631;full;1970-01-01;
2632;2632;full;2014-01-01;
2633;2633;full;2010-01-01;
2634;2634;full;2018-01-01;
2635;2635;full;2018-01-01;
2636;2636;free;2012-01-01;
2637;2637;full;1969-01-01;2018-01-01
2638;2638;free;1998-01-01;
2639;2639;full;1989-01-01;
2640;2640;reduction;1983-01-01;
2641;2641;full;2018-01-01;
2642;2642;full;2010-01-01;
2643;2643;full;2014-01-01;
2644;2644;reduction;2001-01-01;
2645;2645;full;2000-01-01;
2646;2646;full;1994-01-01;
2647;2647;combi;2006-01-01;
2648;2648;full;1998-01-01;2010-01-01
2649;2649;full;1994-01-01;2006-01-01
2650;2650;full;2000-01-01;
2651;2651;combi;2010-01-01;
2652;2652;combi;2018-01-01;
2653;2653;full;2002-01-01;
2654;2654;full;2001-01-01;
2655;2655;full;2013-01-01;
2656;2656;free;2013-01-01;2015-01-01
2657;2657;combi;2009-01-01;2017-01-01
2658;2658;full;2008-01-01;
2659;2659;full;1978-01-01;
2660;2660;full;2013-01-01;
2661;2661;full;1997-01-01;
2662;2662;full;2017-01-01;
2663;2663;full;2010-01-01;
2664;2664;full;2015-01-01;2016-01-01
2665;2665;full;2015-01-01;
2666;2666;full;2016-01-01;
2667;2667;youth;2015-01-01;
2668;2668;combi;2007-01-01;
2669;2669;full;2004-01-01;
2670;2670;full;2006-01-01;
2671;2671;full;2016-01-01;
2672;2672;full;2009-01-01;
2673;2673;full;2006-01-01;
2674;2674;full;2016-01-01;
2675;2675;combi;2012-01-01;
2676;2676;full;2018-01-01;
2677;2677;full;2015-01-01;
2678;2678;youth;2018-01-01;
2679;2679;full;2011-01-01;
2680;2680;full;1994-01-01;2016-01-01
2681;2681;youth;2017-01-01;
2682;2682;full;1999-01-01;
2683;2683;reduction;2002-01-01;
2684;2684;full;1989-01-01;
2685;2685;full;1991-01-01;
2686;2686;reduction;2009-01-01;
2687;2687;combi;2014-01-01;
2688;2688;full;1999-01-01;
2689;2689;youth;2013-01-01;
2690;2690;full;2015-01-01;
2691;2691;full;2017-01-01;
2692;2692;full;1988-01-01;
2693;2693;free;2013-01-01;2013-01-01
2694;2694;full;2015-01-01;2018-01-01
2695;2695;full;2003-01-01;2003-01-01
2696;2696;full;1985-01-01;
2697;2697;full;2002-01-01;
2698;2698;youth;2018-01-01;
2699;2699;full;1974-01-01;
2700;2700;full;2005-01-01;
2701;2701;free;2010-01-01;
2702;2702;full;2010-01-01;
2703;2703;reduction;2015-01-01;
2704;2704;full;1994-01-01;1994-01-01
2705;2705;full;1997-01-01;2011-01-01
2706;2706;full;2016-01-01;
2707;2707;full;1994-01-01;
2708;2708;full;1999-01-01;
2709;2709;combi;2008-01-01;
2710;2710;full;1991-01-01;
2711;2711;full;2013-01-01;2016-01-01
2712;2712;reduction;2017-01-01;
2713;2713;full;1995-01-01;2010-01-01
2714;2714;full;1975-01-01;2017-01-01
2715;2715;full;2004-01-01;
2716;2716;full;2006-01-01;2018-01-01
2717;2717;youth;2013-01-01;2015-01-01
2718;2718;full;1986-01-01;
2719;2719;combi;2007-01-01;
2720;2720;full;2006-01-01;
2721;2721;combi;2017-01-01;
2722;2722;youth;2013-01-01;2017-01-01
2723;2723;full;2017-01-01;
2724;2724;full;2016-01-01;
2725;2725;youth;2016-01-01;
2726;2726;full;2011-01-01;
2727;2727;full;1980-01-01;
2728;2728;combi;2010-01-01;
2729;2729;full;2005-01-01;
2730;2730;full;2007-01-01;
2731;2731;full;2013-01-01;
2732;2732;free;1981-01-01;2004-01-01
2733;2733;full;2016-01-01;2018-01-01
2734;2734;youth;2018-01-01;
2735;2735;youth;2017-01-01;
2736;2736;full;1997-01-01;
2737;2737;full;2012-01-01;
2738;2738;reduction;1970-01-01;1976-01-01
2739;2739;full;2005-01-01;
2740;2740;full;2003-01-01;
2741;2741;youth;2014-01-01;
2742;2742;free;2014-01-01;
2743;2743;full;2012-01-01;
2744;2744;full;1983-01-01;1993-01-01
2745;2745;full;1984-01-01;
2746;2746;full;2017-01-01;
2747;2747;full;2015-01-01;
2748;2748;reduction;1982-01-01;
2749;2749;full;2010-01-01;
2750;2750;full;2012-01-01;
2751;2751;youth;2015-01-01;
2752;2752;youth;2014-01-01;2016-01-01
2753;2753;full;1993-01-01;
2754;2754;full;2004-01-01;
2755;2755;reduction;1996-01-01;
2756;2756;full;2018-01-01;
2757;2757;full;2006-01-01;2012-01-01
2758;2758;full;1999-01-01;
2759;2759;full;2003-01-01;
2760;2760;full;1994-01-01;2001-01-01
2761;2761;full;2015-01-01;
2762;2762;combi;2016-01-01;
2763;2763;full;2010-01-01;
2764;2764;combi;2010-01-01;
2765;2765;full;2010-01-01;
2766;2766;full;1988-01-01;
2767;2767;full;1970-01-01;
2768;2768;full;1997-01-01;
2769;2769;full;1969-01-01;
2770;2770;full;2017-01-01;
2771;2771;full;1990-01-01;
2772;2772;full;2011-01-01;
2773;2773;combi;2013-01-01;
2774;2774;full;1986-01-01;
2775;2775;full;1994-01-01;
2776;2776;free;2018-01-01;
2777;2777;full;2017-01-01;
2778;2778;full;2009-01-01;
2779;2779;full;1999-01-01;
2780;2780;full;1983-01-01;2003-01-01
2781;2781;free;2010-01-01;
2782;2782;combi;2015-01-01;
2783;2783;full;2006-01-01;
2784;2784;full;2000-01-01;
2785;2785;full;1997-01-01;2015-01-01
2786;2786;full;2015-01-01;2015-01-01
2787;2787;combi;2012-01-01;
2788;2788;reduction;1982-01-01;
2789;2789;reduction;1995-01-01;2015-01-01
2790;2790;full;1988-01-01;
2791;2791;youth;2017-01-01;
2792;2792;full;2007-01-01;2016-01-01
2793;2793;reduction;1990-01-01;2004-01-01
2794;2794;full;2013-01-01;2017-01-01
2795;2795;youth;2018-01-01;
2796;2796;full;2000-01-01;
2797;2797;full;1999-01-01;
2798;2798;free;2012-01-01;
2799;2799;full;1991-01-01;
2800;2800;full;1980-01-01;2012-01-01
2801;2801;full;1998-01-01;
2802;2802;full;2018-01-01;
2803;2803;full;1987-01-01;
2804;2804;combi;2018-01-01;
2805;2805;full;1982-01-01;
2806;2806;full;2015-01-01;2017-01-01
2807;2807;combi;2010-01-01;
2808;2808;reduction;1994-01-01;
2809;2809;full;1985-01-01;
2810;2810;full;2008-01-01;
2811;2811;full;2017-01-01;2017-01-01
2812;2812;full;2003-01-01;
2813;2813;full;2010-01-01;
2814;2814;full;2000-01-01;2018-01-01
2815;2815;full;1983-01-01;
2816;2816;full;2005-01-01;
2817;2817;full;2015-01-01;
2818;2818;combi;2005-01-01;
2819;2819;full;2009-01-01;
2820;2820;full;1990-01-01;2002-01-01
2821;2821;reduction;2012-01-01;
2822;2822;combi;2009-01-01;2017-01-01
2823;2823;full;2010-01-01;2013-01-01
2824;2824;full;1996-01-01;
2825;2825;free;1996-01-01;
2826;2826;reduction;2018-01-01;
2827;2827;reduction;1971-01-01;
2828;2828;full;2001-01-01;
2829;2829;full;1990-01-01;
2830;2830;full;2004-01-01;
2831;2831;combi;2011-01-01;
2832;2832;combi;2017-01-01;
2833;2833;full;2015-01-01;
2834;2834;free;2010-01-01;
2835;2835;full;1998-01-01;
2836;2836;full;2004-01-01;
2837;2837;full;1997-01-01;
2838;2838;free;1999-01-01;
2839;2839;full;1982-01-01;1985-01-01
2840;2840;full;1986-01-01;
2841;2841;full;2007-01-01;
2842;2842;full;1995-01-01;
2843;2843;full;2008-01-01;
2844;2844;full;2009-01-01;
2845;2845;youth;2015-01-01;
2846;2846;free;2018-01-01;
2847;2847;full;2005-01-01;
2848;2848;full;1999-01-01;
2849;2849;youth;2013-01-01;
2850;2850;full;1984-01-01;
2851;2851;full;1991-01-01;
2852;2852;full;2012-01-01;
2853;2853;full;2017-01-01;
2854;2854;combi;2007-01-01;
2855;2855;full;2017-01-01;2018-01-01
2856;2856;full;2018-01-01;
2857;2857;full;1998-01-01;
2858;2858;full;2014-01-01;
2859;2859;full;2011-01-01;
2860;2860;full;2003-01-01;
2861;2861;full;2003-01-01;2017-01-01
2862;2862;full;1995-01-01;2002-01-01
2863;2863;full;2017-01-01;
2864;2864;full;1990-01-01;
2865;2865;reduction;2010-01-01;
2866;2866;full;1999-01-01;
2867;2867;reduction;2005-01-01;
2868;2868;full;1998-01-01;2008-01-01
2869;2869;full;1975-01-01;
2870;2870;full;2007-01-01;
2871;2871;full;2003-01-01;
2872;2872;full;2013-01-01;
2873;2873;full;1987-01-01;
2874;2874;full;2003-01-01;
2875;2875;full;1997-01-01;
2876;2876;full;2014-01-01;
2877;2877;full;2008-01-01;
2878;2878;youth;2014-01-01;
2879;2879;combi;2016-01-01;
2880;2880;full;1997-01-01;
2881;2881;youth;2016-01-01;
2882;2882;free;1991-01-01;
2883;2883;full;2007-01-01;2015-01-01
2884;2884;combi;2017-01-01;
2885;2885;youth;2016-01-01;
2886;2886;full;2015-01-01;
2887;2887;full;2009-01-01;
2888;2888;youth;2016-01-01;
2889;2889;combi;2014-01-01;
2890;2890;free;1981-01-01;
2891;2891;reduction;1993-01-01;
2892;2892;full;1976-01-01;
2893;2893;full;1988-01-01;
2894;2894;reduction;2018-01-01;
2895;2895;full;1990-01-01;
2896;2896;full;2007-01-01;
2897;2897;full;2014-01-01;
2898;2898;full;2014-01-01;2015-01-01
2899;2899;full;1978-01-01;
2900;2900;reduction;2004-01-01;
2901;2901;full;2016-01-01;
2902;2902;reduction;1992-01-01;
2903;2903;youth;2014-01-01;
2904;2904;reduction;2014-01-01;
2905;2905;full;1996-01-01;
2906;2906;full;2002-01-01;
2907;2907;full;1993-01-01;
2908;2908;full;2008-01-01;2017-01-01
2909;2909;full;2015-01-01;
2910;2910;combi;2011-01-01;
2911;2911;full;1987-01-01;1989-01-01
2912;2912;full;2011-01-01;
2913;2913;full;2013-01-01;
2914;2914;full;1998-01-01;
2915;2915;full;2007-01-01;2015-01-01
2916;2916;youth;2015-01-01;
2917;2917;full;1996-01-01;
2918;2918;combi;2016-01-01;2018-01-01
2919;2919;full;2017-01-01;
2920;2920;full;2004-01-01;
2921;2921;combi;2008-01-01;2012-01-01
2922;2922;full;2008-01-01;
2923;2923;combi;2017-01-01;
2924;2924;full;2014-01-01;
2925;2925;combi;2015-01-01;
2926;2926;full;2003-01-01;
2927;2927;full;1991-01-01;
2928;2928;reduction;1974-01-01;
2929;2929;full;1984-01-01;2002-01-01
2930;2930;reduction;2007-01-01;
2931;2931;full;1988-01-01;
2932;2932;youth;2017-01-01;
2933;2933;full;1992-01-01;
2934;2934;youth;2014-01-01;
2935;2935;full;2013-01-01;
2936;2936;full;1969-01-01;
2937;2937;full;2016-01-01;
2938;2938;reduction;2014-01-01;2014-01-01
2939;2939;full;2017-01-01;2018-01-01
2940;2940;combi;2013-01-01;
2941;2941;full;1996-01-01;
2942;2942;full;2017-01-01;
2943;2943;full;2011-01-01;2017-01-01
2944;2944;full;1983-01-01;
2945;2945;full;1980-01-01;
2946;2946;full;2017-01-01;
2947;2947;full;2003-01-01;2003-01-01
2948;2948;full;2004-01-01;
2949;2949;youth;2018-01-01;
2950;2950;full;2014-01-01;
2951;2951;combi;2017-01-01;
2952;2952;full;2002-01-01;
2953;2953;full;1998-01-01;
2954;2954;full;2011-01-01;2012-01-01
2955;2955;full;2000-01-01;
2956;2956;full;2014-01-01;
2957;2957;full;1979-01-01;1988-01-01
2958;2958;full;2014-01-01;
2959;2959;full;2011-01-01;
2960;2960;combi;2013-01-01;
2961;2961;full;2008-01-01;
2962;2962;full;2018-01-01;
2963;2963;full;2013-01-01;
2964;2964;combi;2016-01-01;2018-01-01
2965;2965;combi;2017-01-01;
2966;2966;combi;2006-01-01;
2967;2967;full;2010-01-01;
2968;2968;full;1985-01-01;
2969;2969;full;2010-01-01;
2970;2970;youth;2012-01-01;
2971;2971;youth;2017-01-01;
2972;2972;full;2015-01-01;
2973;2973;combi;2006-01-01;
2974;2974;full;1991-01-01;
2975;2975;full;1985-01-01;
2976;2976;full;2007-01-01;
2977;2977;full;1992-01-01;
2978;2978;combi;2014-01-01;2018-01-01
2979;2979;full;1994-01-01;
2980;2980;full;2014-01-01;
2981;2981;full;2015-01-01;
2982;2982;full;2017-01-01;
2983;2983;full;1989-01-01;2012-01-01
2984;2984;combi;2012-01-01;
2985;2985;full;1997-01-01;
2986;2986;full;2001-01-01;
2987;2987;reduction;2001-01-01;
2988;2988;full;1979-01-01;
2989;2989;youth;2018-01-01;
2990;2990;reduction;2000-01-01;2004-01-01
2991;2991;reduction;2018-01-01;
2992;2992;full;2015-01-01;2018-01-01
2993;2993;reduction;1993-01-01;
2994;2994;full;2001-01-01;
2995;2995;full;2010-01-01;
2996;2996;full;2014-01-01;
2997;2997;full;1977-01-01;2001-01-01
2998;2998;full;2002-01-01;
2999;2999;youth;2017-01-01;
3000;3000;combi;2008-01-01;
3001;3001;full;2008-01-01;
3002;3002;full;1969-01-01;
3003;3003;full;2017-01-01;
3004;3004;full;2014-01-01;
3005;3005;full;2017-01-01;
3006;3006;full;2010-01-01;
3007;3007;full;2014-01-01;
3008;3008;full;1980-01-01;
3009;3009;full;2015-01-01;
3010;3010;free;2007-01-01;2016-01-01
3011;3011;full;2000-01-01;
3012;3012;full;2012-01-01;
3013;3013;full;1987-01-01;
3014;3014;full;1998-01-01;
3015;3015;full;2017-01-01;
3016;3016;reduction;2017-01-01;
3017;3017;reduction;2014-01-01;
3018;3018;full;2014-01-01;
3019;3019;reduction;2018-01-01;
3020;3020;full;1997-01-01;2004-01-01
3021;3021;youth;2016-01-01;
3022;3022;full;2018-01-01;
3023;3023;full;2013-01-01;
3024;3024;full;1989-01-01;2005-01-01
3025;3025;full;2006-01-01;
3026;3026;reduction;2018-01-01;
3027;3027;full;2006-01-01;
3028;3028;full;2014-01-01;
3029;3029;combi;2003-01-01;
3030;3030;full;2013-01-01;
3031;3031;full;1986-01-01;
3032;3032;full;1997-01-01;2001-01-01
3033;3033;combi;2013-01-01;
3034;3034;full;2010-01-01;
3035;3035;full;1979-01-01;
3036;3036;full;2009-01-01;
3037;3037;combi;2015-01-01;
3038;3038;full;2011-01-01;
3039;3039;full;2002-01-01;
3040;3040;full;2004-01-01;
3041;3041;full;1995-01-01;
3042;3042;full;2002-01-01;
3043;3043;full;1997-01-01;1998-01-01
3044;3044;reduction;2018-01-01;
3045;3045;full;1985-01-01;
3046;3046;reduction;2001-01-01;
3047;3047;full;1979-01-01;
3048;3048;full;1994-01-01;
3049;3049;full;1988-01-01;
3050;3050;full;2008-01-01;
3051;3051;full;2016-01-01;
3052;3052;youth;2011-01-01;2016-01-01
3053;3053;full;2018-01-01;
3054;3054;full;2010-01-01;
3055;3055;full;1995-01-01;
3056;3056;full;2002-01-01;
3057;3057;full;2010-01-01;
3058;3058;full;2001-01-01;
3059;3059;full;2017-01-01;
3060;3060;full;1999-01-01;
3061;3061;full;1997-01-01;
3062;3062;full;1992-01-01;
3063;3063;full;1973-01-01;
3064;3064;full;2015-01-01;
3065;3065;full;2002-01-01;
3066;3066;full;2007-01-01;
3067;3067;full;2018-01-01;
3068;3068;combi;2018-01-01;
3069;3069;full;2018-01-01;
3070;3070;reduction;1971-01-01;
3071;3071;free;2018-01-01;
3072;3072;youth;2018-01-01;2018-01-01
3073;3073;full;2013-01-01;
3074;3074;free;2016-01-01;2016-01-01
3075;3075;combi;2014-01-01;
3076;3076;full;2010-01-01;
3077;3077;full;2005-01-01;2011-01-01
3078;3078;full;1987-01-01;
3079;3079;reduction;1979-01-01;1986-01-01
3080;3080;reduction;1999-01-01;
3081;3081;youth;2012-01-01;
3082;3082;reduction;2000-01-01;
3083;3083;combi;2013-01-01;
3084;3084;full;1999-01-01;
3085;3085;full;2001-01-01;
3086;3086;combi;2009-01-01;
3087;3087;full;1995-01-01;
3088;3088;combi;2004-01-01;
3089;3089;full;2004-01-01;2016-01-01
3090;3090;full;2016-01-01;
3091;3091;full;2005-01-01;
3092;3092;full;1986-01-01;
3093;3093;full;1990-01-01;
3094;3094;full;1999-01-01;
3095;3095;full;1995-01-01;
3096;3096;youth;2015-01-01;
3097;3097;full;2007-01-01;
3098;3098;full;2004-01-01;
3099;3099;full;2014-01-01;2017-01-01
3100;3100;full;1995-01-01;
3101;3101;full;1988-01-01;1990-01-01
3102;3102;full;2016-01-01;
3103;3103;full;2014-01-01;
3104;3104;full;2017-01-01;
3105;3105;full;2003-01-01;2015-01-01
3106;3106;full;2011-01-01;
3107;3107;full;2016-01-01;
3108;3108;full;2011-01-01;
3109;3109;full;2010-01-01;
3110;3110;full;2006-01-01;
3111;3111;full;2004-01-01;
3112;3112;full;2017-01-01;
3113;3113;full;2013-01-01;
3114;3114;reduction;2000-01-01;
3115;3115;combi;2013-01-01;
3116;3116;full;2016-01-01;
3117;3117;full;1985-01-01;
3118;3118;combi;2017-01-01;
3119;3119;combi;2009-01-01;
3120;3120;full;2003-01-01;2018-01-01
3121;3121;reduction;2012-01-01;2017-01-01
3122;3122;full;1999-01-01;
3123;3123;combi;2017-01-01;
3124;3124;youth;2017-01-01;
3125;3125;full;1989-01-01;
3126;3126;full;1988-01-01;
3127;3127;youth;2012-01-01;2015-01-01
3128;3128;full;1987-01-01;
3129;3129;free;2013-01-01;
3130;3130;full;2013-01-01;2018-01-01
3131;3131;full;2009-01-01;2015-01-01
